"IntentContract","IntentEmail","Manip01","Manip02","Manip03","PriceQuality","PsychOwn01","PsychOwn02","PsychOwn03","PsychOwn04","GWA01","GWA02","GWA03","GWA04","CFC01","CFC02","CFC03","CFC04","CFC05","CFC06","CFC07","CFC08","CFC09","CFC10","CFC11","CFC12","CFC13","CFC14","BVO01","BVO02","BVO03","BVO04","Secure01","Secure02","Secure03","Secure04","Privacy01","Privacy02","Privacy03","Privacy04","BikeOwn","BikeShare","BikeStolen","CarLicense","CarAccess","BikeFreq","BikePurpose","BikeDuration","TravelMode","Travel01","Travel02","Travel03","dGender","YrBirth","dIBA","SatFac","HrPWork","HrVWork","HrClass","HrStud","cLiving","cLocate","dPreMas","dSports","dFraternity","dAssoc","dAbroad","Control01","Control02","Control03","SurveyDifficult","SurveyMotive","SurveyLike","SurveyBoring","SurveyClear"
60,30,1,2,2,3.38095238095238,3,2,2,3,2,3,3,2,4,2,2,3,3,3,4,3,2,2,4,2,4,3,5,5,5,4,3,4,4,2,3,2,3,4,1,2,2,1,1,4,4,15,2,-1,-2,-1,2,1999,1,76,0,0,8,20,3,3,2,1,2,1,2,1,2,2,2,2,2,1,1
4,6,3,1,2,5.54545454545455,5,5,5,2,1,2,1,3,2,4,4,3,2,4,4,4,4,3,4,3,3,2,4,3,4,3,4,4,3,3,2,2,2,3,1,1,1,1,1,2,1,0,4,-3,3,-5,1,1998,1,69,1,0,4,7,1,1,2,2,1,2,2,1,1,2,2,1,1,2,1
81,90,2,2,2,5.54545454545455,2,1,2,2,3,2,3,2,2,5,1,2,4,5,4,5,1,1,2,1,4,5,4,4,3,2,4,5,5,5,2,1,2,1,1,2,1,2,2,2,1,10,4,-3,2,3,1,1998,2,80,0,8,20,30,1,1,2,2,2,1,1,2,1,2,2,1,1,2,1
30,30,1,2,2,1.24390243902439,2,3,3,4,1,1,2,2,4,4,1,1,4,4,5,3,1,1,1,3,5,3,5,4,5,3,3,5,5,1,2,3,2,2,1,2,2,1,1,2,1,10,2,-5,3,5,1,1998,1,85,12,8,12,12,3,4,2,2,2,2,2,1,2,2,2,1,1,2,1
71,29,2,1,2,1,5,6,6,3,1,1,1,2,2,4,4,4,4,3,4,2,2,4,4,4,4,2,4,4,4,2,4,5,5,2,2,4,2,2,1,2,2,1,1,3,1,30,2,-1,3,2,1,1998,1,60,8,0,16,20,3,4,2,1,2,2,2,1,1,2,2,2,2,2,1
30,20,2,1,3,1.90909090909091,6,6,4,3,1,2,2,2,4,2,2,2,4,4,4,4,2,4,2,3,4,4,5,5,5,5,2,4,4,2,2,2,2,2,1,2,2,1,1,2,2,15,2,2,-1,2,1,1999,1,30,20,0,6,10,3,4,2,1,2,2,2,2,1,3,1,2,2,1,2
30,19,3,1,1,1,1,2,2,6,2,2,2,1,4,4,2,2,4,4,3,3,2,4,2,2,4,4,5,4,5,4,3,4,4,2,2,4,4,2,1,2,2,1,1,3,3,30,2,-2,0,-1,1,1997,1,60,0,0,10,2,1,5,2,1,1,2,2,3,1,3,1,2,1,1,1
60,100,1,2,2,1.48780487804878,1,2,1,6,1,3,2,1,2,5,4,5,4,2,3,4,5,4,4,5,3,4,5,4,5,6,4,3,5,1,2,1,1,1,1,2,1,1,2,2,2,30,4,4,0,4,2,1998,2,40,15,2,4,15,2,2,2,2,2,1,1,1,2,2,1,2,2,2,1
80,50,1,1,1,3.38095238095238,2,4,2,6,1,1,2,3,3,4,1,2,4,3,4,4,2,4,3,3,4,2,3,3,5,3,1,5,2,3,3,2,3,3,1,2,1,1,1,2,1,15,2,-2,4,5,1,1997,1,75,16,0,9,3,3,1,2,1,2,1,2,1,1,1,2,2,2,2,1
75,90,1,2,1,0.508196721311475,1,2,1,7,1,1,1,1,4,3,1,1,3,5,5,5,1,1,1,1,4,5,4,3,4,5,5,5,5,1,2,2,2,2,1,2,1,1,1,2,1,15,4,-3,0,0,2,1995,1,100,0,0,20,30,4,1,1,1,2,2,2,1,2,1,2,1,1,1,1
0,5,3,2,2,0.523809523809524,3,6,2,6,2,2,1,2,3,3,2,3,4,4,4,4,2,2,2,3,4,4,6,6,4,4,4,4,3,2,2,2,2,2,1,2,1,2,2,3,2,30,4,4,0,3,1,1999,1,67,0,0,20,20,1,4,2,1,2,2,2,2,1,2,2,1,1,2,2
70,1,1,2,3,0.411764705882353,6,6,6,2,1,2,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,5,4,4,4,4,1,4,4,4,4,1,2,2,1,1,3,2,20,2,-3,-2,5,1,1996,1,78,16,0,10,10,4,1,2,1,1,1,2,2,1,3,2,1,2,1,1
5,20,3,2,1,5.16666666666667,6,3,3,2,3,1,1,1,5,4,5,3,2,2,2,4,2,2,2,4,3,5,2,2,4,3,5,5,5,2,4,4,3,4,2,2,1,1,1,4,3,20,2,4,5,5,1,1996,1,70,15,0,0,25,1,1,2,1,2,2,2,1,2,1,2,1,2,1,1
30,22,3,2,1,1.90909090909091,2,2,2,6,3,1,1,1,2,3,4,4,4,1,2,2,4,4,3,4,2,2,3,3,3,3,2,4,4,2,3,4,4,4,1,2,2,1,1,3,1,10,2,3,2,3,1,1999,1,78,0,0,6,8,3,2,2,1,2,2,2,3,2,1,1,2,2,1,2
82,92,2,2,2,1.32258064516129,2,3,2,5,2,4,3,4,5,4,2,2,4,5,5,3,3,1,2,2,4,5,6,6,6,6,2,4,2,1,2,3,3,4,1,2,1,1,2,2,1,60,4,5,-5,3,2,1999,2,56,0,0,5,30,1,4,2,2,2,2,1,2,1,2,2,1,1,2,1
20,10,1,2,2,0.891304347826087,2,2,2,6,1,2,1,3,4,3,2,2,4,4,4,4,4,2,2,4,4,4,5,4,4,4,2,4,4,2,4,4,4,3,1,2,2,1,2,2,1,15,2,4,0,2,1,1998,1,65,2,0,15,15,3,4,2,1,2,2,1,1,1,2,2,2,1,2,1
70,20,2,2,1,0.67741935483871,3,3,3,6,1,2,3,1,4,2,3,4,4,4,4,4,2,2,3,3,4,3,3,4,4,4,2,5,3,3,3,2,4,3,1,2,2,1,1,5,1,15,5,2,3,5,1,1999,1,75,5,0,10,10,3,2,2,1,2,1,2,2,2,3,2,1,1,2,2
0,0,2,2,3,1.64516129032258,2,6,2,6,1,1,1,1,4,2,2,2,3,4,1,4,3,3,4,2,2,4,1,1,1,1,3,5,2,1,2,2,2,3,2,2,2,1,2,1,1,60,2,-1,5,5,1,1998,2,54,0,0,5,5,1,1,2,2,2,2,2,2,2,3,2,2,2,1,1
15,30,2,2,3,1.90909090909091,3,6,3,3,1,1,1,3,4,3,2,3,4,4,3,4,2,2,2,3,3,4,4,5,4,3,2,4,3,1,2,2,2,2,1,2,2,1,1,2,1,15,2,1,2,5,1,1998,1,75,6,0,6,10,3,3,2,2,2,1,2,2,2,3,2,2,2,2,1
6,2,3,1,1,3.72727272727273,1,1,2,5,1,4,2,4,2,2,1,1,4,3,3,3,3,1,2,1,4,2,6,5,5,6,2,5,5,2,1,3,2,1,1,2,1,1,2,2,1,25,4,-3,-5,-2,2,1997,1,59,10,0,8,14,5,1,2,1,1,2,2,3,1,1,2,2,2,1,2
64,8,1,1,1,2.42857142857143,3,4,3,3,1,1,2,2,3,2,3,1,4,2,4,2,2,1,3,2,4,3,4,3,5,5,3,5,4,1,3,3,2,4,1,2,2,1,1,3,2,60,2,4,1,4,1,1999,1,85,15,0,12,12,3,2,2,1,2,2,2,1,1,1,2,1,1,2,1
0,20,3,2,2,1,1,1,1,7,1,2,2,1,4,3,4,4,4,1,4,4,1,1,2,5,4,4,5,4,5,6,5,4,5,2,1,2,2,2,1,2,1,1,1,3,1,10,2,1,4,5,1,1999,1,70,9,0,19,15,3,4,2,1,2,2,2,3,1,2,2,2,2,1,1
23,0,2,1,1,0.6875,3,4,3,5,1,1,1,1,2,3,4,4,4,4,2,3,4,4,3,3,2,3,3,4,3,2,4,5,4,2,4,4,4,4,1,2,2,1,1,3,3,40,2,2,4,5,1,1996,1,73,12,0,12,14,3,2,1,1,2,2,1,1,4,2,1,1,1,2,1
50,30,1,1,2,0.67741935483871,4,5,5,4,1,1,2,1,4,4,2,2,4,3,4,3,2,2,2,3,4,4,3,3,3,3,3,4,3,1,2,2,2,2,1,2,2,1,1,5,3,10,2,2,4,0,1,1995,2,70,0,0,5,25,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1
70,100,3,1,2,2.36363636363636,1,1,1,7,1,2,2,3,3,4,2,2,4,3,4,3,2,1,2,4,5,2,3,3,3,3,1,4,1,1,2,2,2,2,1,2,1,1,1,2,1,10,4,2,-1,4,2,1998,1,60,12,0,10,6,1,2,2,2,1,2,2,3,1,2,2,2,2,1,1
31,20,1,1,1,1.24390243902439,1,2,1,7,2,4,2,4,4,4,2,2,3,4,4,3,1,2,2,3,5,4,6,5,4,5,4,4,3,2,2,4,1,2,1,2,2,1,2,2,1,20,4,-2,-5,-4,1,1998,2,78,0,0,12,42,2,2,2,1,2,1,1,1,1,2,1,1,1,1,2
43,57,1,2,2,2.42857142857143,2,3,2,6,2,1,2,1,4,3,4,2,4,2,2,3,3,4,4,3,3,2,4,4,4,3,2,4,2,2,2,2,2,2,1,2,2,1,1,5,3,5,2,-1,3,3,2,1999,1,85,10,0,6,20,3,2,2,1,2,2,2,1,2,2,2,1,2,1,1
0,20,1,1,3,0.301675977653631,4,3,3,6,2,1,2,1,3,4,2,3,4,4,4,3,2,2,3,3,2,4,6,5,5,4,2,4,5,1,4,2,3,4,1,2,2,1,2,1,1,30,2,5,5,5,1,1997,1,70,0,0,10,20,3,4,2,2,2,2,1,1,1,3,2,2,1,1,1
91,0,2,2,3,0.634146341463415,1,4,1,7,3,1,1,2,5,3,3,3,4,4,4,3,2,2,4,3,4,4,3,3,4,3,2,4,3,2,4,5,4,4,1,2,1,1,1,3,3,10,2,3,5,4,1,1998,1,100,24,0,3,2,3,4,2,1,2,2,2,2,2,3,2,1,1,2,1
0,20,1,2,2,1,3,3,3,5,1,1,2,2,4,3,2,3,2,4,3,4,3,3,2,2,4,4,3,2,3,4,3,5,4,2,4,4,4,4,1,2,1,1,1,2,1,15,2,3,2,2,1,1998,1,55,10,0,5,5,3,1,2,1,2,2,1,1,2,2,2,1,2,2,1
30,72,3,1,3,10.1666666666667,2,3,2,6,4,3,3,3,4,1,2,2,4,4,4,4,2,2,2,2,5,4,3,3,3,3,4,4,3,2,2,3,2,2,1,2,1,1,1,2,1,8,2,-3,2,-1,1,1999,1,77,6,6,10,15,3,1,2,1,2,1,2,3,1,3,2,1,1,2,1
42,48,3,1,3,2.42857142857143,5,3,4,5,2,1,1,1,2,3,4,4,3,3,3,4,4,1,2,3,4,4,3,6,4,2,3,4,3,3,2,2,1,2,1,2,2,1,1,5,3,10,6,-2,3,5,1,1998,1,19,12,0,6,20,3,1,2,2,2,2,1,3,2,2,1,2,2,1,1
65,0,2,2,1,6.83333333333333,2,3,2,6,1,2,1,2,3,2,2,2,4,1,3,3,2,2,2,2,2,2,5,4,4,2,3,4,2,4,4,3,4,4,1,1,2,1,1,2,3,10,2,3,2,3,1,1996,1,85,12,2,0,25,3,4,2,1,2,1,2,2,2,2,2,1,1,2,1
40,60,2,1,3,1.90909090909091,2,3,3,4,3,2,3,2,4,3,2,2,3,3,5,4,2,2,2,3,4,4,3,4,3,3,3,4,4,3,2,2,2,2,1,2,2,1,1,4,3,20,2,-2,1,1,2,1999,1,61,15,0,12,18,3,5,2,2,2,2,2,1,1,3,2,1,2,1,1
20,0,1,2,2,0.411764705882353,1,1,1,7,4,3,2,1,3,1,4,3,4,3,5,1,2,4,3,4,3,2,5,5,5,5,4,4,5,4,2,2,1,1,1,2,1,1,1,2,1,25,4,-4,-2,-3,2,1996,1,60,6,6,12,7,2,1,2,1,2,1,2,1,2,2,1,2,2,1,1
61,40,2,1,1,1.32258064516129,3,5,2,1,1,3,3,2,4,4,1,1,4,3,5,4,1,2,1,2,3,4,3,5,3,3,2,4,1,1,4,4,4,4,1,2,2,1,1,4,1,15,2,-3,3,3,2,1998,2,83,0,0,6,20,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1
1,30,3,2,2,0.75609756097561,1,1,1,6,4,4,4,4,5,2,2,2,4,5,5,4,2,1,2,4,5,4,5,5,6,4,5,5,3,2,2,3,1,2,1,2,1,1,1,2,1,20,4,3,0,2,2,1996,2,83,5,20,20,40,1,1,2,2,2,1,1,3,2,2,2,1,1,2,1
70,0,1,2,1,1.96774193548387,3,3,3,5,4,4,4,2,4,4,3,2,5,3,4,3,2,3,2,2,4,4,5,5,5,5,4,4,2,2,2,2,2,2,2,1,1,2,2,3,1,15,4,-3,3,-3,1,1999,2,55,0,8,2,40,2,5,2,2,2,2,1,1,1,2,2,1,1,2,1
71,71,1,2,2,4.63636363636364,2,2,2,5,1,1,1,1,2,2,4,3,3,2,2,3,2,4,2,4,2,2,2,3,4,2,4,4,4,4,4,4,4,4,1,2,1,1,1,2,1,15,4,-1,1,2,1,1998,1,50,12,0,10,5,2,1,2,1,2,1,2,1,2,2,2,2,2,1,1
25,10,2,1,2,0.807692307692308,2,2,2,6,1,2,4,2,4,2,2,2,2,3,3,4,2,2,2,4,4,4,4,3,4,4,3,5,4,2,2,4,4,4,1,2,2,1,1,3,2,30,2,-3,3,3,1,1999,1,67,14,3,10,15,3,4,2,2,2,2,2,1,1,2,2,2,1,2,1
18,4,3,1,1,1.96153846153846,4,4,4,5,1,3,2,2,3,3,3,4,3,3,2,4,2,2,4,4,3,3,4,3,5,4,2,4,4,4,4,4,3,3,2,2,2,1,1,3,1,10,2,2,1,1,1,1998,2,13,0,3,10,0,4,2,2,1,2,2,1,3,1,1,2,2,1,2,1
92,64,2,1,1,1.57692307692308,1,1,3,6,1,3,3,3,4,3,2,4,5,2,4,2,5,4,1,3,5,4,5,5,5,4,4,5,5,2,3,4,5,3,1,1,2,1,2,4,1,30,2,3,2,0,2,1999,2,50,0,8,6,20,2,1,2,2,2,1,1,1,1,3,2,2,2,2,1
70,80,2,2,3,1.47619047619048,1,1,1,7,2,4,2,4,5,3,2,2,5,5,4,3,1,2,2,3,5,4,6,5,5,4,4,4,4,2,2,2,1,2,1,2,1,1,1,2,1,30,4,2,-1,-2,2,1996,1,80,20,0,3,15,2,1,2,1,2,1,1,2,2,3,2,1,1,2,1
50,0,2,1,2,0.67741935483871,2,6,2,6,4,2,4,2,5,4,1,2,4,5,5,4,1,1,1,4,5,4,6,6,6,4,4,5,3,1,1,1,1,1,1,1,2,1,1,3,1,25,4,-4,3,-3,1,1994,1,85,16,0,12,20,2,1,2,1,2,1,2,2,1,2,2,1,1,2,1
20,41,1,1,3,1.95238095238095,1,1,1,7,1,3,1,3,2,4,4,4,2,4,2,4,4,3,3,3,2,3,5,4,5,4,4,4,4,4,3,3,4,4,2,2,1,1,2,3,1,15,2,0,2,4,1,1998,2,75,7,0,5,40,1,1,2,2,1,2,1,2,1,3,2,2,2,1,1
30,21,2,1,3,1,1,7,4,7,2,1,1,4,3,1,3,1,5,1,5,3,2,3,3,5,4,3,4,4,4,3,5,5,5,1,1,1,1,1,1,2,2,1,1,2,1,15,4,-3,0,3,1,1996,1,51,50,5,10,7,2,4,2,1,1,1,1,1,1,3,2,1,2,1,1
0,0,1,1,2,1,1,2,2,6,3,3,3,3,4,3,2,2,4,4,4,4,2,2,2,3,4,4,4,4,4,3,4,4,4,4,1,1,2,1,1,2,2,2,2,2,1,20,4,0,1,2,1,1995,2,50,4,0,12,5,2,4,2,2,2,1,2,1,1,2,1,1,1,2,1
20,90,3,1,3,5.54545454545455,1,1,1,7,1,2,2,2,4,3,2,2,3,4,4,4,1,2,2,3,4,4,5,5,4,4,4,5,4,3,2,3,3,3,1,2,1,1,2,2,1,20,2,-4,2,4,1,1999,1,80,3,0,10,8,1,1,2,2,1,2,2,3,1,3,2,1,1,2,1
50,60,2,1,1,1.83333333333333,3,2,2,5,2,3,3,2,4,2,2,3,4,5,5,3,1,1,2,3,4,3,4,4,5,4,2,4,2,1,2,2,3,4,1,2,1,1,1,2,1,15,4,4,-2,-4,2,1998,1,89,12,0,6,20,5,4,2,1,1,2,2,2,1,1,1,1,1,2,1
0,70,1,2,3,2.34615384615385,5,5,2,6,1,1,1,2,5,3,1,2,3,3,3,4,3,2,2,2,5,4,4,4,4,4,2,4,4,2,2,2,2,2,2,2,2,1,1,2,1,30,4,-3,-2,-1,1,1997,1,85,8,0,6,10,1,1,2,1,2,2,2,1,1,3,2,1,1,2,1
20,30,3,1,2,0.51219512195122,1,1,1,7,1,4,3,4,4,2,4,4,5,5,4,2,2,2,4,5,5,5,6,6,6,6,5,4,2,2,2,2,2,2,1,2,2,1,1,2,1,15,4,2,-3,-3,2,1997,1,70,4,0,9,15,3,3,2,1,2,1,2,3,1,2,2,2,2,1,1
90,5,2,2,3,0.423076923076923,1,1,1,7,1,1,3,2,4,3,2,2,4,4,3,3,3,2,2,2,4,4,4,3,4,4,3,4,4,2,1,1,1,1,1,2,2,1,1,2,1,15,2,2,4,5,1,1999,1,77,16,16,10,10,1,1,2,1,2,1,2,2,2,3,2,1,1,2,1
100,39,2,1,1,0.6875,6,6,6,2,1,1,1,2,4,4,2,2,3,4,4,4,2,2,2,2,4,5,3,3,4,2,3,4,4,2,4,4,4,2,2,1,2,1,2,2,1,10,4,2,3,4,2,1999,2,30,0,2,6,40,1,1,2,1,2,1,1,2,1,1,2,2,2,1,2
70,50,1,2,2,1.24390243902439,1,1,2,6,1,3,3,2,4,3,2,4,4,2,4,3,2,2,4,3,4,4,3,3,3,3,4,5,4,3,2,2,2,2,1,2,2,1,1,2,1,20,2,3,-2,2,2,1999,2,70,16,0,10,8,2,3,2,1,2,2,2,1,1,2,2,1,1,2,1
31,16,3,2,1,51,1,1,1,7,4,1,2,1,4,4,4,2,4,4,4,4,1,3,4,4,4,4,4,4,4,4,4,4,2,2,3,4,4,3,2,2,1,1,1,5,1,20,2,-4,4,3,1,1996,1,28,25,2,8,3,3,2,2,1,2,2,2,3,1,1,2,1,1,2,1
40,90,1,1,2,2.12903225806452,2,6,4,3,1,2,4,2,5,1,1,4,4,2,4,3,1,1,2,2,5,4,4,4,4,2,2,4,3,2,2,5,3,4,1,2,2,1,1,3,2,15,2,2,-2,0,1,1999,1,50,15,0,16,14,3,4,2,1,2,2,2,1,1,2,2,1,2,2,1
44,50,3,2,2,2.35714285714286,1,1,1,7,3,2,4,3,5,3,2,1,3,4,4,4,1,2,2,3,5,4,5,6,5,4,4,4,4,4,2,2,1,1,1,2,2,1,2,2,1,20,4,-1,-1,-2,2,1996,1,88,0,0,5,35,1,5,1,2,2,2,1,3,2,3,2,1,1,2,1
10,0,3,1,2,0.523809523809524,2,1,1,6,1,2,1,2,3,2,4,2,4,2,4,4,4,4,4,3,3,3,3,3,5,4,4,5,5,2,2,2,2,2,1,1,2,1,1,2,1,20,2,3,3,5,1,1998,1,80,10,0,12,4,3,1,2,1,2,1,2,3,1,2,2,1,1,2,1
10,20,3,2,3,1,3,4,3,2,1,1,1,1,3,2,4,3,3,4,1,4,3,3,2,4,3,4,5,4,3,4,4,4,4,3,2,2,3,2,1,2,1,1,1,2,2,10,2,5,3,2,1,1998,1,81,18,0,4,20,3,2,2,2,2,2,2,1,2,3,2,2,2,1,2
40,1,3,2,1,1,1,1,1,7,1,1,1,2,3,4,2,2,4,3,4,3,2,1,4,4,5,5,3,4,4,3,4,5,5,4,1,1,1,1,1,2,2,1,1,2,1,30,2,3,0,5,2,1998,1,70,8,0,12,8,3,1,2,1,2,2,2,3,2,1,2,1,2,1,1
19,61,3,2,3,1.47619047619048,2,3,2,7,2,1,1,4,4,3,1,2,5,3,4,4,1,3,2,2,4,4,4,4,6,4,2,5,3,4,NA,4,4,4,1,2,2,1,1,2,2,10,2,4,-3,5,2,1999,1,70,15,4,8,10,3,3,2,1,2,2,2,3,2,3,1,1,1,2,1
70,90,1,2,3,1.96153846153846,6,6,6,6,1,2,1,3,4,3,2,2,4,4,4,4,2,2,2,2,4,4,3,4,4,3,4,5,4,2,4,4,4,4,1,2,1,1,1,2,1,10,4,-3,1,4,1,1996,1,70,10,2,10,20,2,1,2,1,1,2,2,1,2,3,2,1,1,2,1
20,35,3,2,2,4.63636363636364,6,6,5,2,1,1,1,2,4,3,2,2,4,3,3,3,2,2,2,3,4,4,3,4,3,3,3,5,3,2,4,4,4,4,2,2,1,1,1,5,1,15,1,3,4,4,1,1997,1,85,10,0,12,16,1,1,2,1,1,2,1,3,1,2,2,1,1,2,1
30,50,3,2,3,1,2,2,2,6,2,1,1,1,4,2,2,2,2,4,4,4,2,2,4,3,4,3,4,4,4,4,5,5,2,3,4,4,4,4,1,2,2,1,1,4,4,30,2,4,3,5,1,2000,1,75,12,0,15,15,3,4,2,2,2,2,2,3,2,3,2,1,1,2,2
25,70,3,1,1,2.36363636363636,4,2,3,4,1,3,2,3,3,3,2,2,3,2,4,3,3,4,2,3,5,4,3,4,3,2,2,5,4,2,3,3,4,2,2,2,2,1,1,2,1,10,4,2,-3,-3,1,1999,1,88,0,0,15,30,1,1,2,1,2,2,2,3,1,2,2,1,1,1,1
35,50,1,2,2,0.607843137254902,4,5,3,6,1,1,1,1,2,4,3,1,5,1,4,2,3,1,4,4,2,1,3,4,4,2,4,5,5,2,2,1,1,1,1,2,2,1,1,4,3,45,1,-2,3,4,1,1999,1,85,16,0,10,8,4,4,2,1,2,2,2,1,2,2,2,1,1,2,1
30,10,1,1,1,1.96153846153846,2,3,2,6,2,2,2,2,4,3,2,2,2,4,4,3,2,2,2,2,4,4,4,4,3,2,2,4,4,2,2,2,2,2,1,2,1,1,2,2,1,15,2,0,2,2,1,1993,1,75,14,0,12,12,3,1,1,1,2,2,2,2,1,1,2,1,2,1,1
0,0,2,1,1,1.95238095238095,1,2,1,7,2,1,1,3,4,3,2,2,3,4,4,2,2,2,3,3,4,3,4,5,5,4,4,5,3,4,2,4,4,3,1,2,2,1,1,3,1,8,2,-3,4,5,1,1998,1,55,8,0,10,20,3,4,2,1,2,2,2,2,1,2,2,1,2,1,1
30,81,3,2,3,0.268292682926829,6,6,6,2,3,4,4,4,5,5,1,1,2,5,5,3,1,1,1,3,5,5,6,6,5,5,3,4,2,2,2,3,3,3,1,2,1,1,2,2,1,25,4,2,-4,-3,1,1997,1,78,6,0,10,30,2,1,2,2,2,2,2,3,2,3,2,1,1,2,1
75,0,2,2,3,1,1,3,1,6,1,2,3,3,4,3,1,2,3,4,5,4,1,1,2,3,4,4,6,6,6,4,2,4,3,1,4,5,4,4,1,2,2,1,1,3,1,10,2,-4,1,2,1,1999,1,78,0,0,12,20,3,3,2,2,2,2,2,2,2,3,2,1,1,2,1
1,20,1,1,3,76,7,7,7,2,1,2,3,2,5,1,3,4,5,5,4,4,2,4,5,1,2,2,2,2,5,2,4,4,4,4,2,2,2,2,1,2,1,1,1,2,1,30,4,5,-3,5,2,1998,1,61,3,0,2,3,2,4,2,2,1,2,2,2,1,3,2,1,1,2,1
50,85,2,2,1,0.0909090909090909,1,1,1,7,1,3,1,4,2,4,3,4,4,4,2,2,2,2,2,2,2,2,3,3,3,3,4,4,3,1,4,2,2,4,1,2,1,1,1,2,1,25,4,0,-2,0,2,1997,1,58,0,0,8,38,2,1,2,2,1,2,2,2,1,1,2,1,2,1,1
86,10,1,1,1,0.673913043478261,2,3,2,6,1,2,4,2,4,4,3,4,4,4,5,4,2,2,3,2,5,2,5,5,4,3,1,4,2,3,3,3,3,2,1,2,1,1,1,2,3,10,2,1,1,1,1,1999,1,75,10,0,7,5,3,3,2,1,2,1,2,1,1,1,2,1,2,1,1
97,100,2,2,3,81,3,4,4,6,1,3,2,3,3,3,2,2,3,4,4,4,2,2,1,3,4,4,4,4,4,2,4,3,4,4,2,2,2,2,1,1,2,1,1,2,1,10,4,2,2,-1,1,1998,1,63,0,5,10,15,2,3,2,1,1,2,2,2,2,3,2,1,1,2,2
100,90,1,1,2,3.38095238095238,2,2,2,7,2,3,1,2,5,4,3,3,4,5,2,2,1,2,1,3,5,4,5,5,3,3,2,4,4,2,4,4,1,1,1,1,1,1,2,2,2,20,4,5,4,0,1,1994,1,90,16,0,8,60,2,1,1,2,2,2,1,1,1,2,2,1,1,2,1
29,19,3,2,2,3.72727272727273,4,6,5,4,3,2,3,2,3,4,2,2,3,4,4,4,2,1,3,3,4,4,4,4,4,3,3,5,3,2,2,2,3,2,1,1,1,1,1,4,2,30,2,2,2,3,1,1997,1,75,12,0,4,10,3,3,2,2,2,2,2,3,2,2,2,1,1,2,1
50,75,1,2,3,3.1875,2,2,2,6,2,3,2,3,4,3,2,2,3,3,4,3,2,2,2,3,4,3,5,5,5,4,2,4,3,2,3,2,3,4,1,2,1,2,2,2,1,20,4,3,-1,0,2,1999,1,75,0,0,5,8,2,2,2,1,2,2,2,1,2,3,2,1,1,2,1
0,1,3,2,1,1,1,2,2,7,2,4,3,4,3,3,1,2,4,4,3,5,2,4,2,3,4,4,6,2,3,2,4,3,4,1,3,4,4,3,1,2,1,1,1,3,3,20,2,-5,-3,-2,1,1997,1,70,3,0,8,8,1,1,2,1,1,2,1,1,4,3,2,1,1,2,1
25,25,3,2,2,0.268292682926829,1,1,1,7,1,1,1,1,5,3,1,1,2,3,5,2,1,1,2,3,5,4,4,4,4,3,1,1,1,1,5,4,4,5,1,2,1,1,1,3,4,5,2,0,3,5,2,1999,1,80,5,0,6,18,1,2,2,1,2,2,2,3,2,2,2,2,2,1,2
20,30,1,1,2,1.96774193548387,5,5,5,3,1,1,2,1,4,2,2,4,4,3,2,4,3,2,2,4,2,1,6,6,6,3,4,4,4,1,4,4,4,4,1,1,1,2,2,2,1,10,2,-2,2,5,1,1998,1,70,16,0,5,25,1,1,2,1,2,2,2,2,1,2,2,1,1,2,1
70,40,1,1,1,1.24390243902439,7,6,6,3,1,3,1,2,2,3,4,2,4,4,2,2,5,2,4,5,3,5,6,4,5,3,4,5,4,3,4,4,4,4,1,2,1,1,2,2,1,10,4,3,3,5,1,1998,1,66,10,0,10,15,1,5,2,1,1,2,2,1,1,1,2,1,1,2,1
10,50,3,2,3,2.42857142857143,2,2,2,6,2,3,1,3,3,4,3,2,4,3,4,3,4,4,3,2,3,4,4,3,4,4,3,5,3,4,1,2,1,1,1,2,1,1,1,2,1,15,2,-3,-4,0,1,1997,1,80,10,10,10,15,1,4,2,1,2,1,2,3,1,3,2,2,1,2,1
56,100,1,2,2,1.96774193548387,2,3,2,6,1,2,1,3,4,4,2,2,3,4,3,4,2,2,2,3,4,4,4,4,3,2,2,4,3,2,4,3,4,4,1,1,1,1,1,2,1,20,4,-2,-2,2,1,1997,1,59,15,2,8,20,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1
30,50,2,2,3,1.47619047619048,1,1,1,7,1,2,2,2,1,1,3,3,4,1,3,2,4,4,4,3,4,2,2,2,3,3,2,4,2,2,2,2,2,2,1,2,1,2,2,3,3,8,4,4,-1,2,1,1997,1,67,1,0,3,3,2,3,2,1,1,2,1,2,2,3,2,2,2,1,1
